Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-01-12 00:06:45 22 13442 5307 15158 0 0 27 144 20328 160
2000-01-12 00:16:45 22 13761 5307 16720 0 0 27 671 21725 796
2000-01-12 00:26:45 22 13926 5307 16291 0 0 27 917 21076 1006
2000-01-12 00:36:45 22 13871 5307 16401 0 0 26 838 20966 1005
2000-01-12 00:46:45 22 13871 5307 15862 0 0 27 889 20966 1005
2000-01-12 00:56:45 22 13871 5307 16181 0 0 27 836 20856 971
2000-01-12 01:06:45 22 13761 5307 16885 0 0 27 636 20856 905
2000-01-12 01:16:45 22 13816 5307 16500 0 0 28 728 20966 911
2000-01-12 01:26:45 22 13651 5307 15642 0 0 27 486 20702 568
2000-01-12 01:36:45 22 13387 5307 15059 0 0 27 72 19888 110
2000-01-12 01:46:45 22 13387 5307 14619 0 0 27 76 19030 80
2000-01-12 01:56:45 22 13387 5307 14355 0 0 27 62 18975 66
2000-01-12 02:06:45 22 13332 5246 14300 0 129 27 76 19459 83
2000-01-12 02:16:45 22 13222 4941 14135 0 449 29 52 18766 54
2000-01-12 02:26:45 22 13167 5002 14091 0 435 28 37 18436 41
2000-01-12 02:36:45 22 13332 5307 14355 0 0 27 50 18920 55
2000-01-12 02:46:45 22 13332 5307 14245 0 0 27 49 18876 53
2000-01-12 02:56:45 22 13277 5063 14091 0 187 27 34 18227 37
2000-01-12 03:06:45 22 13222 4941 14036 0 352 27 27 17952 30
2000-01-12 03:16:45 22 13222 5185 8712 0 161 27 5 9306 7
2000-01-12 03:26:45 22 13277 5307 12254 0 0 28 3 11990 5
2000-01-12 03:36:45 22 13277 5307 8063 31 0 28 1 7205 3
2000-01-12 03:46:45 22 13013 5124 2530 315 170 28 0 1771 1
2000-01-12 03:56:45 22 12903 4941 55 396 390 28 0 0 0
2000-01-12 04:06:45 22 12903 4941 0 396 427 28 0 0 0
2000-01-12 04:16:45 22 12903 4941 0 396 437 28 0 0 0
2000-01-12 04:26:45 22 12848 4941 0 396 438 27 0 0 0
2000-01-12 04:36:45 22 12848 5002 0 396 359 28 0 0 0
2000-01-12 04:46:45 22 12958 5307 0 394 0 27 0 0 0
2000-01-12 04:56:45 22 12958 5307 0 394 0 28 0 0 0
2000-01-12 05:06:45 22 12958 5307 0 394 0 28 0 0 0
2000-01-12 05:16:45 22 12958 5307 0 395 0 28 0 0 0
2000-01-12 05:26:45 22 12958 5307 0 395 0 28 0 0 0
2000-01-12 05:36:45 22 12958 5307 0 395 0 28 0 0 0
2000-01-12 05:46:45 22 12903 5307 0 396 0 28 0 0 0
2000-01-12 05:56:45 22 12903 5307 0 396 0 28 0 0 0
2000-01-12 06:06:45 22 12848 5246 0 398 0 29 0 0 0
2000-01-12 06:16:45 22 12848 5246 0 367 0 28 0 0 0
2000-01-12 06:26:45 22 12958 5307 0 229 0 28 0 0 0
2000-01-12 06:36:45 22 12903 5307 0 229 0 28 0 0 0
2000-01-12 06:46:45 22 12903 5307 0 229 0 28 0 0 0
2000-01-12 06:56:45 22 12903 5307 0 229 0 28 0 0 0
2000-01-12 07:06:45 22 12903 5307 0 229 0 28 0 0 0
2000-01-12 07:16:45 22 12903 5307 0 229 0 28 0 0 0
2000-01-12 07:26:45 22 12903 5307 0 230 0 28 0 0 0
2000-01-12 07:36:45 22 12903 5307 0 230 0 28 0 0 0
2000-01-12 07:46:45 22 12903 5307 0 230 0 28 0 0 0
2000-01-12 07:56:45 22 12903 5307 0 230 0 27 0 0 0
2000-01-12 08:06:45 22 12903 5246 0 230 0 27 0 0 0
2000-01-12 08:16:45 22 12903 5246 0 230 0 28 0 0 0
2000-01-12 08:26:45 22 12903 5246 0 230 0 28 0 0 0
2000-01-12 08:36:45 22 12903 5246 0 230 0 27 0 0 0
2000-01-12 08:46:45 22 12903 5246 0 230 0 28 0 0 0
2000-01-12 08:56:45 22 12903 5246 0 230 0 27 0 0 0
2000-01-12 09:06:45 22 12903 5246 0 230 0 28 0 0 0
2000-01-12 09:16:45 22 12903 5246 0 230 0 27 0 0 0
2000-01-12 09:26:45 22 12903 5246 0 230 0 28 0 0 0
2000-01-12 09:36:45 22 12903 5246 0 230 0 28 0 0 0
2000-01-12 09:46:45 22 12903 5246 0 230 0 27 0 0 0
