Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-02-10 00:02:03 22 14410 5307 21076 0 0 27 32 21186 1054
2000-02-10 00:12:03 22 14410 5307 21186 0 0 27 32 21241 1035
2000-02-10 00:22:03 22 14410 5307 21186 0 0 27 32 21241 1014
2000-02-10 00:32:03 22 14410 5307 21241 0 0 27 32 21340 994
2000-02-10 00:42:03 22 14410 5307 21186 0 0 27 32 21241 969
2000-02-10 00:52:03 22 14410 5307 21186 0 0 27 32 21285 947
2000-02-10 01:02:03 22 14410 5307 21285 0 0 28 32 21340 915
2000-02-10 01:12:03 22 14410 5307 21241 0 0 27 32 21340 880
2000-02-10 01:22:03 22 14410 5307 21241 0 0 27 32 21285 844
2000-02-10 01:32:03 22 14410 5307 21285 0 0 26 31 21395 803
2000-02-10 01:42:03 22 14410 5307 21340 0 0 27 33 21450 758
2000-02-10 01:52:03 22 14410 5307 21395 0 0 27 32 21450 710
2000-02-10 02:02:03 22 14410 5307 21395 0 0 27 32 21505 659
2000-02-10 02:12:03 22 14410 5307 21395 0 0 28 33 21505 555
2000-02-10 02:22:03 22 14410 5307 21395 0 0 28 32 21505 527
2000-02-10 02:32:03 22 14410 5307 21340 0 0 27 31 21450 428
2000-02-10 02:42:03 22 14300 5307 15642 0 0 28 29 18117 38
2000-02-10 02:52:03 22 14091 5307 14784 0 0 27 21 17908 27
2000-02-10 03:02:03 22 13871 5307 14520 0 0 27 17 17523 22
2000-02-10 03:12:03 22 13706 5307 15004 0 0 27 10 16940 17
2000-02-10 03:22:03 22 13552 5246 14036 0 32 28 6 15587 11
2000-02-10 03:32:03 22 13277 4941 12793 0 273 27 3 12793 5
2000-02-10 03:42:03 22 13068 4941 8063 73 446 28 1 7095 3
2000-02-10 03:52:03 22 12958 4880 1232 229 623 27 0 858 0
2000-02-10 04:02:03 22 12958 4941 165 256 511 28 0 110 0
2000-02-10 04:12:03 22 12903 4941 0 397 519 28 0 0 0
2000-02-10 04:22:03 22 12903 4941 0 396 512 27 0 0 0
2000-02-10 04:32:03 22 12903 4941 0 396 431 27 0 0 0
2000-02-10 04:42:03 22 12903 4941 0 396 434 28 0 0 0
2000-02-10 04:52:03 22 12958 4941 0 295 436 28 0 0 0
2000-02-10 05:02:03 22 13013 4941 0 228 438 27 0 0 0
2000-02-10 05:12:03 22 13013 4941 0 228 439 27 0 0 0
2000-02-10 05:22:03 22 13013 4941 0 228 438 28 0 0 0
2000-02-10 05:32:03 22 13013 4941 0 228 439 27 0 0 0
