Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-01-16 00:01:31 22 13552 5002 15807 0 1 27 457 21450 487
2000-01-16 00:11:31 22 13497 5002 15917 0 1 28 403 21241 428
2000-01-16 00:21:31 22 13552 5002 15807 0 1 27 439 21340 465
2000-01-16 00:31:31 22 13497 5002 15752 0 1 27 390 21340 419
2000-01-16 00:41:31 22 13651 5002 16291 0 1 27 587 21615 646
2000-01-16 00:51:31 22 13651 5002 16126 0 17 28 591 21615 656
2000-01-16 01:01:31 22 13651 5002 16456 0 194 28 640 21615 711
2000-01-16 01:11:31 22 13651 5124 16346 0 108 27 623 21670 686
2000-01-16 01:21:31 22 13761 5307 16456 0 0 28 748 21769 762
2000-01-16 01:31:31 22 13552 5307 15862 0 0 28 359 21241 376
2000-01-16 01:41:31 22 13497 5307 15972 0 0 27 287 21131 293
2000-01-16 01:51:31 22 13387 5307 15488 0 0 27 181 20911 213
2000-01-16 02:01:31 22 13442 5307 15543 0 0 26 199 21021 212
2000-01-16 02:11:31 22 13387 5307 15917 0 0 28 186 21186 205
2000-01-16 02:21:31 22 13332 5307 15213 0 0 27 119 20592 129
2000-01-16 02:31:31 22 13332 5307 14674 0 0 26 88 19943 96
2000-01-16 02:41:31 22 13332 5307 14575 0 0 27 80 19789 85
2000-01-16 02:51:31 22 13277 5246 14355 0 63 27 49 19085 54
2000-01-16 03:01:31 22 13167 4941 13981 0 336 28 32 18392 35
2000-01-16 03:11:31 22 13222 5246 14520 0 50 28 17 17578 23
2000-01-16 03:21:31 22 13222 5307 13651 0 0 28 7 15323 10
2000-01-16 03:31:31 22 13222 5307 12309 0 0 26 3 11990 5
2000-01-16 03:41:31 22 13222 5307 8492 0 1 27 1 7634 3
2000-01-16 03:51:31 22 13222 5307 1826 0 0 27 0 1188 0
2000-01-16 04:01:31 22 13222 5307 429 0 0 26 0 319 0
2000-01-16 04:11:31 22 13068 5307 0 208 0 27 0 0 0
2000-01-16 04:21:31 22 12903 5307 0 398 0 27 0 0 0
2000-01-16 04:31:31 22 12848 5307 0 398 0 27 0 0 0
2000-01-16 04:41:31 22 12848 5307 0 398 0 28 0 0 0
2000-01-16 04:51:31 22 12848 5307 0 398 0 27 0 0 0
2000-01-16 05:01:31 22 12848 5307 0 399 0 28 0 0 0
2000-01-16 05:11:31 22 12848 5307 0 399 0 28 0 0 0
2000-01-16 05:21:31 22 12793 5124 0 400 166 27 0 0 0
2000-01-16 05:31:31 22 12738 4941 0 402 402 28 0 0 0
2000-01-16 05:41:31 22 12683 4941 0 403 468 27 0 0 0
2000-01-16 05:51:31 22 12793 4941 0 400 202 28 0 0 0
2000-01-16 06:01:31 22 12793 5002 0 400 100 28 0 0 0
2000-01-16 06:11:31 22 12738 4941 0 326 489 27 0 0 0
2000-01-16 06:21:31 22 12793 4941 0 231 520 28 0 0 0
2000-01-16 06:31:31 22 12848 5063 0 230 310 28 0 0 0
2000-01-16 06:41:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 06:51:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 07:01:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 07:11:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 07:21:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 07:31:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 07:41:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 07:51:31 22 13123 5307 0 0 0 29 0 0 0
2000-01-16 08:01:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 08:11:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 08:21:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 08:31:31 22 13123 5307 0 0 0 26 0 0 0
2000-01-16 08:41:31 22 13123 5307 0 0 0 26 0 0 0
2000-01-16 08:51:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 09:01:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 09:11:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 09:21:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 09:31:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 09:41:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 09:51:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 10:01:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 10:11:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 10:21:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 10:31:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 10:41:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 10:51:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 11:01:31 22 13123 5307 0 0 0 29 0 0 0
2000-01-16 11:11:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 11:21:31 22 13123 5307 0 0 0 27 0 0 0
2000-01-16 11:31:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 11:41:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 11:51:31 22 13123 5307 0 0 0 28 0 0 0
2000-01-16 12:01:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 12:11:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 12:21:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 12:31:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 12:41:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 12:51:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 13:01:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 13:11:31 22 13068 5307 0 0 0 29 0 0 0
2000-01-16 13:21:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 13:31:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 13:41:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 13:51:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 14:01:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 14:11:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 14:21:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 14:31:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 14:41:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 14:51:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 15:01:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 15:11:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 15:21:31 22 13068 5307 0 0 0 27 0 0 0
2000-01-16 15:31:31 22 13068 5307 0 0 0 28 0 0 0
2000-01-16 15:41:31 22 13068 5307 55 0 0 27 0 55 0
2000-01-16 15:51:31 22 13068 5124 1287 0 46 27 0 1023 0
2000-01-16 16:01:31 22 13013 5002 7953 0 71 28 1 7524 3
2000-01-16 16:11:31 22 13013 5002 12738 0 77 28 3 13387 5
2000-01-16 16:21:31 22 13013 5002 13497 0 72 27 11 17039 15
2000-01-16 16:31:31 22 13068 5002 13816 0 65 27 24 18656 28
2000-01-16 16:41:31 22 13068 5002 13981 0 67 28 40 19459 44
2000-01-16 16:51:31 22 13068 5002 14190 0 70 28 58 20053 64
2000-01-16 17:01:31 22 13123 5002 14729 0 72 28 92 20647 97
2000-01-16 17:11:31 22 13167 5002 14949 0 74 28 118 20966 126
2000-01-16 17:21:31 22 13167 5002 15378 0 71 26 148 21241 160
2000-01-16 17:31:31 22 13222 5002 15587 0 72 27 173 21395 185
2000-01-16 17:41:31 22 13277 5002 15697 0 72 27 205 21505 218
2000-01-16 17:51:31 22 13332 5002 15917 0 77 28 251 21615 268
2000-01-16 18:01:31 22 13387 5002 15972 0 78 28 298 21670 318
2000-01-16 18:11:31 22 13387 5002 15862 0 80 26 332 21615 351
2000-01-16 18:21:31 22 13442 5002 15972 0 59 27 380 21670 406
2000-01-16 18:31:31 22 13497 5002 16027 0 53 26 434 21670 466
2000-01-16 18:41:31 22 13552 5002 16126 0 51 27 499 21670 530
2000-01-16 18:51:31 22 13607 5002 16236 0 47 28 556 21769 594
2000-01-16 19:01:31 22 13607 5002 16071 0 229 27 603 21725 645
2000-01-16 19:11:31 22 13552 4941 16071 0 462 28 612 21670 656
2000-01-16 19:21:31 22 13552 4941 16126 0 465 28 670 21670 714
2000-01-16 19:31:31 22 13607 4941 16126 0 467 28 682 21560 746
2000-01-16 19:41:31 22 13607 4941 16071 0 469 28 730 21615 783
2000-01-16 19:51:31 22 13651 4941 16027 0 470 28 768 21615 822
