Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-02-07 00:02:03 22 14410 5307 21021 0 0 27 32 21131 1053
2000-02-07 00:12:03 22 14410 5307 21076 0 0 27 32 21186 1038
2000-02-07 00:22:03 22 14410 5307 21076 0 0 27 32 21131 1015
2000-02-07 00:32:03 22 14410 5307 21131 0 0 28 32 21186 994
2000-02-07 00:42:03 22 14355 5063 21076 0 195 28 100 21340 969
2000-02-07 00:52:03 22 14300 4941 20966 0 293 27 141 21285 943
2000-02-07 01:02:03 22 14300 4941 20966 0 294 28 140 21340 912
2000-02-07 01:12:03 22 14300 4941 20966 0 294 28 146 21340 881
2000-02-07 01:22:03 22 14300 4941 21021 0 294 26 137 21340 847
2000-02-07 01:32:03 22 14300 4941 21021 0 293 27 139 21395 807
2000-02-07 01:42:03 22 14300 4941 21021 0 292 27 137 21395 766
2000-02-07 01:52:03 22 14300 4941 21021 0 267 27 129 21340 721
2000-02-07 02:02:03 22 14300 4941 21021 0 266 28 133 21450 668
2000-02-07 02:12:03 22 14300 4941 20966 0 291 27 146 21450 530
2000-02-07 02:22:03 22 14300 4941 20911 0 284 28 144 21450 522
2000-02-07 02:32:03 22 14300 4941 19844 0 282 28 140 21076 347
2000-02-07 02:42:03 22 13607 4941 14300 0 273 27 29 17853 32
2000-02-07 02:52:03 22 13222 4941 13926 0 271 26 23 17798 27
2000-02-07 03:02:03 22 13167 4941 13871 0 261 27 18 17523 22
2000-02-07 03:12:03 22 13167 4941 13761 0 294 27 13 16940 17
2000-02-07 03:22:03 22 13167 5063 13552 0 201 27 7 15587 11
2000-02-07 03:32:03 22 13222 5124 12793 0 163 28 3 12738 5
2000-02-07 03:42:03 22 13167 5063 8338 0 229 27 1 7370 3
2000-02-07 03:52:03 22 13222 5307 1452 72 0 27 0 968 0
2000-02-07 04:02:03 22 13277 5307 165 0 0 27 0 110 0
2000-02-07 04:12:03 22 13123 5002 0 144 164 28 0 0 0
2000-02-07 04:22:03 22 13123 5002 0 165 76 27 0 0 0
2000-02-07 04:32:03 22 13123 5002 0 165 101 27 0 0 0
2000-02-07 04:42:03 22 13123 5002 0 165 109 27 0 0 0
2000-02-07 04:52:03 22 13013 5002 0 346 97 27 0 0 0
2000-02-07 05:02:03 22 13013 5185 0 394 27 27 0 0 0
2000-02-07 05:12:03 22 13013 5307 0 394 0 27 0 0 0
2000-02-07 05:22:03 22 13013 5307 0 394 0 27 0 0 0
2000-02-07 05:32:03 22 13013 5307 0 394 0 27 0 0 0
2000-02-07 05:42:03 22 13013 5307 0 394 0 27 0 0 0
2000-02-07 05:52:03 22 13013 5307 0 394 0 27 0 0 0
2000-02-07 06:02:03 22 13013 5307 0 394 0 27 0 0 0
2000-02-07 06:12:03 22 13013 5307 0 388 0 26 0 0 0
2000-02-07 06:22:03 22 13013 5307 0 394 0 26 0 0 0
2000-02-07 06:32:03 22 13013 5307 0 394 0 26 0 0 0
2000-02-07 06:42:03 22 13013 5307 0 321 0 26 0 0 0
2000-02-07 06:52:03 22 13123 5307 0 164 0 27 0 0 0
2000-02-07 07:02:03 22 13167 5307 0 104 0 27 0 0 0
2000-02-07 07:12:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 07:22:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 07:32:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 07:42:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 07:52:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 08:02:03 22 13277 5307 0 0 0 29 0 0 0
2000-02-07 08:12:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 08:22:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 08:32:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 08:42:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 08:52:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 09:02:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 09:12:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 09:22:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 09:32:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 09:42:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 09:52:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 10:02:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 10:12:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 10:22:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 10:32:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 10:42:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 10:52:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 11:02:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 11:12:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 11:22:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 11:32:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 11:42:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 11:52:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 12:02:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 12:12:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 12:22:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 12:32:03 22 13277 5307 0 0 0 26 0 0 0
2000-02-07 12:42:03 22 13277 5307 0 0 0 27 0 0 0
2000-02-07 12:52:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 13:02:03 22 13222 5307 0 0 0 26 0 0 0
2000-02-07 13:12:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 13:22:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 13:32:03 22 13222 5307 0 0 0 28 0 0 0
2000-02-07 13:42:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 13:52:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 14:02:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 14:12:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 14:22:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 14:32:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 14:42:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 14:52:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 15:02:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 15:12:03 22 13222 5307 0 0 0 28 0 0 0
2000-02-07 15:22:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 15:32:03 22 13222 5307 0 0 0 27 0 0 0
2000-02-07 15:42:03 22 13222 5307 55 0 0 27 0 55 0
2000-02-07 15:52:03 22 13222 5307 913 0 0 27 0 704 0
2000-02-07 16:02:03 22 13222 5307 6402 0 0 27 1 5863 2
2000-02-07 16:12:03 22 13222 5307 12045 0 0 27 3 11990 4
2000-02-07 16:22:03 22 13222 5246 13761 0 0 27 5 15268 8
2000-02-07 16:32:03 22 13222 5246 13871 0 0 27 11 17039 15
2000-02-07 16:42:03 22 13277 5307 14036 0 0 28 25 18546 28
2000-02-07 16:52:03 22 13277 5307 14465 0 0 27 28 18821 34
2000-02-07 17:02:03 22 13277 5307 14520 0 4 27 32 18920 38
2000-02-07 17:12:03 22 13222 4941 14091 -1 177 26 38 19030 42
2000-02-07 17:22:03 22 13222 4941 14245 -1 151 27 50 19459 55
2000-02-07 17:32:03 22 13222 5002 14410 -1 144 27 71 19943 78
2000-02-07 17:42:03 22 13222 4941 14949 -1 171 27 100 20427 109
2000-02-07 17:52:03 22 13277 4941 15158 -1 208 27 136 20757 147
2000-02-07 18:02:03 22 13332 4941 15378 0 208 27 173 20911 189
2000-02-07 18:12:03 22 13387 4941 15433 0 211 27 217 21076 236
2000-02-07 18:22:03 22 13387 4941 15642 0 212 28 258 21241 284
2000-02-07 18:32:03 22 13442 4941 15642 0 213 28 309 21340 333
2000-02-07 18:42:03 22 13552 4941 15807 -1 191 26 355 21395 383
2000-02-07 18:52:03 22 13607 5185 16027 0 80 28 402 21505 433
2000-02-07 19:02:03 22 13651 5307 16181 0 0 27 438 21505 482
2000-02-07 19:12:03 22 13706 5307 16027 0 0 27 489 21560 529
2000-02-07 19:22:03 22 13706 5307 16126 0 0 27 527 21560 576
2000-02-07 19:32:03 22 13706 5307 16181 0 0 28 561 21560 621
2000-02-07 19:42:03 22 13761 5307 16071 0 0 27 613 21505 665
2000-02-07 19:52:03 22 13761 5307 16555 0 0 27 631 21505 707
2000-02-07 20:02:03 22 13816 5307 16291 0 0 27 679 21450 749
2000-02-07 20:12:03 22 13871 5307 16126 0 0 27 720 21395 788
2000-02-07 20:22:03 22 13871 5307 16401 0 0 27 736 21450 824
2000-02-07 20:32:03 22 13926 5307 16236 0 0 27 775 21340 862
2000-02-07 20:42:03 22 13926 5307 16236 0 0 26 803 21340 895
2000-02-07 20:52:03 22 13981 5307 16291 0 0 27 830 21340 926
2000-02-07 21:02:03 22 14135 5307 17314 0 0 27 765 21285 955
2000-02-07 21:12:03 22 14355 5307 20856 0 0 27 149 21241 982
2000-02-07 21:22:03 22 14410 5307 20911 0 0 26 56 21076 1007
2000-02-07 21:32:03 22 14410 5307 20911 0 0 27 39 20966 1030
2000-02-07 21:42:03 22 14410 5307 20801 0 0 27 36 20911 1050
2000-02-07 21:52:03 22 14410 5307 20856 0 0 27 34 20911 1068
2000-02-07 22:02:03 22 14410 5307 20801 0 0 27 34 20856 1085
2000-02-07 22:12:03 22 14410 5307 20801 0 0 27 33 20911 1099
2000-02-07 22:22:03 22 14410 5307 20856 0 0 27 33 20911 1109
2000-02-07 22:32:03 22 14410 5307 20592 0 0 28 33 20647 1120
2000-02-07 22:42:03 22 14410 5307 20592 0 0 27 33 20702 1125
2000-02-07 22:52:03 22 14410 5307 20647 0 0 27 33 20702 1128
2000-02-07 23:02:03 22 14410 5307 20702 0 0 27 33 20757 1126
2000-02-07 23:12:03 22 14410 5307 20702 0 0 27 32 20757 1121
2000-02-07 23:22:03 22 14410 5307 20537 0 0 27 33 20647 1116
2000-02-07 23:32:03 22 14410 5307 20592 0 0 27 33 20702 1109
2000-02-07 23:42:03 22 14410 5307 20856 0 0 27 33 20911 1096
2000-02-07 23:52:03 22 14410 5307 20856 0 0 26 33 20911 1081
