Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-02-24 00:02:03 22 14410 0 21186 0 0 29 33 21285 1018
2000-02-24 00:12:03 22 14410 0 21285 0 0 27 32 21340 995
2000-02-24 00:22:03 22 14410 0 21241 0 0 27 32 21285 976
2000-02-24 00:32:03 22 14410 0 21186 0 0 27 33 21285 950
2000-02-24 00:42:03 22 14410 0 21186 0 0 28 33 21285 924
2000-02-24 00:52:03 22 14410 0 21241 0 0 27 32 21340 895
2000-02-24 01:02:03 22 14410 0 21186 0 0 27 32 21285 866
2000-02-24 01:12:03 22 14410 0 21285 0 0 27 32 21395 834
2000-02-24 01:22:03 22 14410 0 21285 0 0 27 32 21340 797
2000-02-24 01:32:03 22 14410 0 21076 0 0 27 33 21131 761
2000-02-24 01:42:03 22 14410 0 21186 0 0 29 32 21285 720
2000-02-24 01:52:03 22 14410 0 21241 0 0 27 32 21340 675
2000-02-24 02:02:03 22 14410 0 21285 0 0 27 32 21395 626
2000-02-24 02:12:03 22 14410 0 21340 0 0 27 32 21450 570
2000-02-24 02:22:03 22 14410 0 21285 0 0 27 32 21450 503
2000-02-24 02:32:03 22 14410 0 21241 0 0 27 32 21340 451
2000-02-24 02:42:03 22 14410 0 17369 0 0 27 32 19195 133
2000-02-24 02:52:03 22 14190 0 14894 0 0 26 25 18282 30
2000-02-24 03:02:03 22 13981 0 14674 0 0 28 20 17952 25
2000-02-24 03:12:03 22 13607 0 14245 0 0 26 14 17369 19
2000-02-24 03:22:03 22 13123 0 13497 0 0 28 8 16027 12
2000-02-24 03:32:03 22 13068 0 12848 0 0 27 3 13277 6
2000-02-24 03:42:03 22 13068 0 9306 0 0 28 2 8437 3
2000-02-24 03:52:03 22 13068 0 2046 0 0 28 0 1397 1
2000-02-24 04:02:03 22 13068 0 264 0 0 26 0 220 0
2000-02-24 04:12:03 22 13123 0 0 20 0 28 0 0 0
2000-02-24 04:22:03 22 12958 0 0 330 0 28 0 0 0
2000-02-24 04:32:03 22 12903 0 0 399 0 27 0 0 0
2000-02-24 04:42:03 22 12903 0 0 398 0 28 0 0 0
2000-02-24 04:52:03 22 12958 0 0 397 0 28 0 0 0
2000-02-24 05:02:03 22 13068 0 0 339 0 28 0 0 0
2000-02-24 05:12:03 22 13123 0 0 226 0 28 0 0 0
2000-02-24 05:22:03 22 13013 0 0 318 0 26 0 0 0
2000-02-24 05:32:03 22 12958 0 0 397 0 26 0 0 0
2000-02-24 05:42:03 22 12958 0 0 371 0 26 0 0 0
2000-02-24 05:52:03 22 13068 0 0 226 0 26 0 0 0
2000-02-24 06:02:03 22 13068 0 0 226 0 26 0 0 0
