Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-03-08 00:02:03 22 13761 0 15972 0 0 28 786 21560 840
2000-03-08 00:12:03 22 13706 0 16126 0 0 27 764 21615 833
2000-03-08 00:22:03 22 13761 0 16027 0 0 27 776 21615 823
2000-03-08 00:32:03 22 13816 0 16291 0 0 28 746 21615 809
2000-03-08 00:42:03 22 13871 0 16401 0 0 28 732 21615 797
2000-03-08 00:52:03 22 13871 0 16291 0 0 27 724 21615 781
2000-03-08 01:02:03 22 13871 0 16401 0 0 28 700 21615 762
2000-03-08 01:12:03 22 13926 0 16456 0 0 26 671 21560 741
2000-03-08 01:22:03 22 13926 0 16291 0 0 28 661 21560 713
2000-03-08 01:32:03 22 13926 0 16401 0 0 27 629 21615 686
2000-03-08 01:42:03 22 13981 0 16401 0 0 27 606 21560 655
2000-03-08 01:52:03 22 13981 0 16346 0 0 26 576 21615 623
2000-03-08 02:02:03 22 14135 0 17578 0 0 26 495 21615 586
2000-03-08 02:12:03 22 14190 0 20053 0 0 26 276 21560 544
2000-03-08 02:22:03 22 14410 0 20856 0 0 27 156 21450 501
2000-03-08 02:32:03 22 14355 0 21131 0 0 28 82 21450 455
2000-03-08 02:42:03 22 14300 0 18876 0 0 28 52 19888 236
2000-03-08 02:52:03 22 13981 0 14619 0 0 27 18 17743 23
2000-03-08 03:02:03 22 13607 0 14245 0 0 26 15 17523 19
2000-03-08 03:12:03 22 13277 0 13871 0 0 27 12 17039 16
2000-03-08 03:22:03 22 13222 0 13607 0 0 27 8 16071 11
2000-03-08 03:32:03 22 13123 0 13013 0 0 27 4 13651 6
2000-03-08 03:42:03 22 13123 0 10593 0 0 26 2 9944 4
2000-03-08 03:52:03 22 13123 0 3443 0 0 28 0 2530 1
2000-03-08 04:02:03 22 13123 0 319 0 0 28 0 264 0
2000-03-08 04:12:03 22 13123 0 55 0 0 28 0 0 0
2000-03-08 04:22:03 22 13123 0 0 0 0 28 0 0 0
2000-03-08 04:32:03 22 13123 0 0 0 0 28 0 0 0
2000-03-08 04:42:03 22 12958 0 0 226 0 28 0 0 0
2000-03-08 04:52:03 22 12958 0 0 229 0 28 0 0 0
2000-03-08 05:02:03 22 12958 0 0 228 0 28 0 0 0
2000-03-08 05:12:03 22 12958 0 0 228 0 27 0 0 0
2000-03-08 05:22:03 22 12958 0 0 228 0 28 0 0 0
