Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-02-01 00:01:31 22 14300 4941 20482 0 773 26 273 21131 1034
2000-02-01 00:11:31 22 14300 4941 20273 0 773 26 275 20911 1009
2000-02-01 00:21:31 22 14300 4941 19789 0 775 26 291 20856 688
2000-02-01 00:31:31 22 14300 4941 20702 0 777 26 278 21285 1113
2000-02-01 00:41:31 22 14300 4941 20328 0 780 27 286 21021 996
2000-02-01 00:51:31 22 14300 4941 20163 0 781 26 280 20911 919
2000-02-01 01:01:31 22 14355 5185 20592 0 252 26 116 20911 859
2000-02-01 01:11:31 22 14410 5307 20801 -1 7 26 33 20911 815
2000-02-01 01:21:31 22 14355 5185 20702 -1 155 27 85 20966 783
2000-02-01 01:31:31 22 14300 4941 20328 -1 586 26 236 21021 774
2000-02-01 01:41:31 22 14300 4941 20218 0 785 27 278 21131 692
2000-02-01 01:51:31 22 14300 4941 20053 0 790 27 305 21186 626
2000-02-01 02:01:31 22 14300 4941 19624 0 791 27 305 21131 555
2000-02-01 02:11:31 22 13871 4941 16027 0 791 28 238 21131 305
2000-02-01 02:21:31 22 13222 3904 15103 0 611 28 120 21021 336
2000-02-01 02:31:31 22 13167 183 15158 0 0 27 123 20856 172
2000-02-01 02:41:31 22 13123 244 13871 0 0 28 32 17908 36
2000-02-01 02:51:31 22 13123 244 13816 0 0 27 26 17743 30
2000-02-01 03:01:31 22 13123 0 13761 0 0 27 21 17468 25
2000-02-01 03:11:31 22 13123 0 13706 0 0 28 15 16940 19
2000-02-01 03:21:31 22 13123 0 13497 0 0 28 8 15642 12
2000-02-01 03:31:31 22 13277 5307 12584 0 0 27 3 12474 5
2000-02-01 03:41:31 22 13277 5307 6556 0 0 27 0 5533 2
2000-02-01 03:51:31 22 13167 5307 913 242 0 27 0 594 0
2000-02-01 04:01:31 22 13013 5307 55 392 0 27 0 55 0
2000-02-01 04:11:31 22 13013 5307 0 391 0 26 0 0 0
2000-02-01 04:21:31 22 13013 5307 0 391 0 26 0 0 0
2000-02-01 04:31:31 22 13013 5307 0 391 0 27 0 0 0
2000-02-01 04:41:31 22 12958 5124 0 393 271 27 1 0 0
2000-02-01 04:51:31 22 12903 4941 0 395 464 27 0 0 0
2000-02-01 05:01:31 22 12903 4941 0 395 464 28 1 0 1
2000-02-01 05:11:31 22 12958 5185 0 393 137 27 0 0 0
2000-02-01 05:21:31 22 13013 5307 0 392 0 26 0 0 0
2000-02-01 05:31:31 22 12958 5124 0 394 173 28 0 0 0
2000-02-01 05:41:31 22 12903 4941 0 395 430 27 0 0 0
2000-02-01 05:51:31 22 12903 4941 0 396 435 27 0 0 0
2000-02-01 06:01:31 22 12903 4941 0 396 436 28 0 0 0
2000-02-01 06:11:31 22 12958 5185 0 394 94 28 0 0 0
2000-02-01 06:21:31 22 13013 5246 0 393 23 27 0 0 0
2000-02-01 06:31:31 22 12848 4941 0 397 490 27 0 0 0
2000-02-01 06:41:31 22 12848 4941 0 398 490 28 0 0 0
2000-02-01 06:51:31 22 12848 4941 0 398 515 28 0 0 0
2000-02-01 07:01:31 22 12738 4941 0 400 715 28 0 0 0
2000-02-01 07:11:31 22 12738 4941 0 369 722 27 0 0 0
2000-02-01 07:21:31 22 12848 4941 0 230 726 28 0 0 0
2000-02-01 07:31:31 22 12848 4941 0 230 730 28 0 0 0
2000-02-01 07:41:31 22 12848 4941 0 230 735 28 0 0 0
2000-02-01 07:51:31 22 12793 4941 0 230 734 28 0 0 0
2000-02-01 08:01:31 22 12793 4941 0 230 735 28 0 0 0
2000-02-01 08:11:31 22 12793 4941 0 230 737 27 0 0 0
