timestamp,power_w,n_users_contributing
2000-04-30 00:00:00,1.3385459999999998,2
2000-04-30 00:10:00,1.076086,2
2000-04-30 00:20:00,1.076086,2
2000-04-30 00:30:00,1.076086,2
2000-04-30 00:40:00,1.076086,2
2000-04-30 00:50:00,1.076086,2
2000-04-30 01:00:00,1.076086,2
2000-04-30 01:10:00,1.0826475,2
2000-04-30 01:20:00,1.0826475,2
2000-04-30 01:30:00,1.0826475,2
2000-04-30 01:40:00,1.0826475,2
2000-04-30 01:50:00,1.0781100000000001,2
2000-04-30 02:00:00,1.0781100000000001,2
2000-04-30 02:10:00,1.0781100000000001,2
2000-04-30 02:20:00,1.0781100000000001,2
2000-04-30 02:30:00,1.0781100000000001,2
2000-04-30 02:40:00,1.0781100000000001,2
2000-04-30 02:50:00,1.0781100000000001,2
2000-04-30 03:00:00,1.0781100000000001,2
2000-04-30 03:10:00,1.0735725,2
2000-04-30 03:20:00,1.0735725,2
2000-04-30 03:30:00,1.0735725,2
2000-04-30 03:40:00,1.0735725,2
2000-04-30 03:50:00,1.0735725,2
2000-04-30 04:00:00,1.080079,2
2000-04-30 04:10:00,1.080079,2
2000-04-30 04:20:00,1.080079,2
2000-04-30 04:30:00,1.080079,2
2000-04-30 04:40:00,1.080079,2
2000-04-30 04:50:00,1.080079,2
2000-04-30 05:00:00,1.080079,2
2000-04-30 05:10:00,1.080079,2
2000-04-30 05:20:00,1.080079,2
2000-04-30 05:30:00,1.080079,2
2000-04-30 05:40:00,1.080079,2
2000-04-30 05:50:00,1.080079,2
2000-04-30 06:00:00,1.6566435,2
2000-04-30 06:10:00,2.8171220000000003,2
2000-04-30 06:20:00,2.8617435,2
2000-04-30 06:30:00,2.831213,2
2000-04-30 06:40:00,2.8030310000000003,2
2000-04-30 06:50:00,2.297053,2
2000-04-30 07:00:00,1.489254,2
2000-04-30 07:10:00,0.91561,2
2000-04-30 07:20:00,0.557723,2
2000-04-30 07:30:00,0.40504,2
2000-04-30 07:40:00,0.33141299999999996,2
2000-04-30 07:50:00,1.7941014999999998,2
2000-04-30 08:00:00,1.5107565,2
2000-04-30 08:10:00,1.5059375,2
2000-04-30 08:20:00,1.4866614999999999,2
2000-04-30 08:30:00,1.3565485,2
2000-04-30 08:40:00,0.747799,2
2000-04-30 08:50:00,0.0,2
2000-04-30 09:00:00,0.0,2
2000-04-30 09:10:00,0.0,2
2000-04-30 09:20:00,0.0,2
2000-04-30 09:30:00,0.0,2
2000-04-30 09:40:00,0.0,2
2000-04-30 09:50:00,0.0,2
2000-04-30 10:00:00,0.0238815,2
2000-04-30 10:10:00,1.3441349999999999,2
2000-04-30 10:20:00,1.248975,2
2000-04-30 10:30:00,1.201395,2
2000-04-30 10:40:00,1.1466779999999999,2
2000-04-30 10:50:00,1.103856,2
2000-04-30 11:00:00,1.068171,2
2000-04-30 11:10:00,1.015833,2
2000-04-30 11:20:00,0.86742,2
2000-04-30 11:30:00,0.6818884999999999,2
2000-04-30 11:40:00,0.52948,2
2000-04-30 11:50:00,0.40016,2
2000-04-30 12:00:00,0.29768,2
2000-04-30 12:10:00,0.18544,2
2000-04-30 12:20:00,0.103761,2
2000-04-30 12:30:00,0.064233,2
2000-04-30 12:40:00,0.039528,2
2000-04-30 12:50:00,0.0370575,2
2000-04-30 13:00:00,0.029646,2
2000-04-30 13:10:00,0.004941,2
2000-04-30 13:20:00,0.0024705,2
2000-04-30 13:30:00,0.0024705,2
2000-04-30 13:40:00,0.0024705,2
2000-04-30 13:50:00,0.0024705,2
2000-04-30 14:00:00,0.0024705,2
2000-04-30 14:10:00,0.0024705,2
2000-04-30 14:20:00,0.0024705,2
2000-04-30 14:30:00,0.0024705,2
2000-04-30 14:40:00,0.0024705,2
2000-04-30 14:50:00,0.0024705,2
2000-04-30 15:00:00,0.0024705,2
2000-04-30 15:10:00,0.0024705,2
2000-04-30 15:20:00,0.0024705,2
2000-04-30 15:30:00,0.0024705,2
2000-04-30 15:40:00,0.0024705,2
2000-04-30 15:50:00,0.0024705,2
2000-04-30 16:00:00,0.0024705,2
2000-04-30 16:10:00,0.0024705,2
2000-04-30 16:20:00,0.0024705,2
2000-04-30 16:30:00,0.0024705,2
2000-04-30 16:40:00,0.0024705,2
2000-04-30 16:50:00,0.0024705,2
2000-04-30 17:00:00,0.0024705,2
2000-04-30 17:10:00,0.0024705,2
2000-04-30 17:20:00,0.0024705,2
2000-04-30 17:30:00,0.49471050000000005,2
2000-04-30 17:40:00,1.559997,2
2000-04-30 17:50:00,2.468861,2
2000-04-30 18:00:00,2.6425134999999997,2
2000-04-30 18:10:00,3.6825574999999997,2
2000-04-30 18:20:00,4.616353500000001,2
2000-04-30 18:30:00,4.956963,2
2000-04-30 18:40:00,5.4401435000000005,2
2000-04-30 18:50:00,5.4234655,2
2000-04-30 19:00:00,5.0092605,2
2000-04-30 19:10:00,4.6093135,2
2000-04-30 19:20:00,4.6093135,2
2000-04-30 19:30:00,4.6223265,2
2000-04-30 19:40:00,4.6223265,2
2000-04-30 19:50:00,4.6223265,2
2000-04-30 20:00:00,4.6223265,2
2000-04-30 20:10:00,4.309101500000001,2
2000-04-30 20:20:00,3.5636975,2
2000-04-30 20:30:00,3.5636975,2
2000-04-30 20:40:00,3.5636975,2
2000-04-30 20:50:00,3.5636975,2
2000-04-30 21:00:00,3.5636975,2
2000-04-30 21:10:00,3.5636975,2
2000-04-30 21:20:00,2.5113494999999997,2
2000-04-30 21:30:00,2.5621495,2
2000-04-30 21:40:00,3.109665,2
2000-04-30 21:50:00,3.085875,2
2000-04-30 22:00:00,3.0549480000000004,2
2000-04-30 22:10:00,3.0164875,2
2000-04-30 22:20:00,1.5493834999999998,2
2000-04-30 22:30:00,1.4380905,2
2000-04-30 22:40:00,1.259034,2
2000-04-30 22:50:00,1.2196889999999998,2
2000-04-30 23:00:00,1.079694,2
2000-04-30 23:10:00,1.320522,2
2000-04-30 23:20:00,1.1237665,2
2000-04-30 23:30:00,1.079694,2
2000-04-30 23:40:00,1.079694,2
2000-04-30 23:50:00,1.079694,2
2000-05-01 00:00:00,1.079694,2
2000-05-01 00:10:00,1.079694,2
2000-05-01 00:20:00,1.076086,2
2000-05-01 00:30:00,1.332286,2
2000-05-01 00:40:00,1.076086,2
2000-05-01 00:50:00,1.076086,2
2000-05-01 01:00:00,1.0826475,2
2000-05-01 01:10:00,1.0826475,2
2000-05-01 01:20:00,1.0826475,2
2000-05-01 01:30:00,1.0826475,2
2000-05-01 01:40:00,1.0826475,2
2000-05-01 01:50:00,1.0781100000000001,2
2000-05-01 02:00:00,1.0781100000000001,2
2000-05-01 02:10:00,1.0781100000000001,2
2000-05-01 02:20:00,1.0781100000000001,2
2000-05-01 02:30:00,1.0781100000000001,2
2000-05-01 02:40:00,1.0781100000000001,2
2000-05-01 02:50:00,1.0781100000000001,2
2000-05-01 03:00:00,1.0781100000000001,2
2000-05-01 03:10:00,1.0735725,2
2000-05-01 03:20:00,1.0735725,2
2000-05-01 03:30:00,1.080079,2
2000-05-01 03:40:00,1.30317,2
2000-05-01 03:50:00,2.147145,2
2000-05-01 04:00:00,2.1426350000000003,2
2000-05-01 04:10:00,2.1426350000000003,2
2000-05-01 04:20:00,2.1426350000000003,2
2000-05-01 04:30:00,3.1752230000000004,2
2000-05-01 04:40:00,3.977376,2
2000-05-01 04:50:00,3.274632,2
2000-05-01 05:00:00,3.957796,2
2000-05-01 05:10:00,4.1478745,2
2000-05-01 05:20:00,4.625597,2
2000-05-01 05:30:00,4.8595855,2
2000-05-01 05:40:00,4.6690085,2
2000-05-01 05:50:00,4.015922,2
2000-05-01 06:00:00,3.6556885,2
2000-05-01 06:10:00,2.937035,2
2000-05-01 06:20:00,2.7566275000000005,2
2000-05-01 06:30:00,3.4042950000000003,2
2000-05-01 06:40:00,2.8370555,2
2000-05-01 06:50:00,2.344474,2
2000-05-01 07:00:00,2.075037,2
2000-05-01 07:10:00,1.8311285,2
2000-05-01 07:20:00,1.7511269999999999,2
2000-05-01 07:30:00,1.717394,2
2000-05-01 07:40:00,1.6788725,2
2000-05-01 07:50:00,1.277218,2
2000-05-01 08:00:00,0.7442,2
2000-05-01 08:10:00,0.8393599999999999,2
2000-05-01 08:20:00,0.9565715,2
2000-05-01 08:30:00,0.949343,2
2000-05-01 08:40:00,0.944524,2
2000-05-01 08:50:00,0.9421145000000001,2
2000-05-01 09:00:00,0.9372955000000001,2
2000-05-01 09:10:00,0.94672,2
2000-05-01 09:20:00,0.930067,2
2000-05-01 09:30:00,0.925248,2
2000-05-01 09:40:00,0.9180195,2
2000-05-01 09:50:00,0.910791,2
2000-05-01 10:00:00,0.91744,2
2000-05-01 10:10:00,0.9052399999999999,2
2000-05-01 10:20:00,0.8979199999999999,2
2000-05-01 10:30:00,0.88816,2
2000-05-01 10:40:00,0.8601915,2
2000-05-01 10:50:00,0.8481439999999999,2
2000-05-01 11:00:00,0.8466799999999999,2
2000-05-01 11:10:00,0.83448,2
2000-05-01 11:20:00,0.82472,2
2000-05-01 11:30:00,0.8071825,2
2000-05-01 11:40:00,0.81496,2
2000-05-01 11:50:00,0.81252,2
2000-05-01 12:00:00,0.80764,2
2000-05-01 12:10:00,0.81496,2
2000-05-01 12:20:00,0.8466799999999999,2
2000-05-01 12:30:00,0.8417999999999999,2
2000-05-01 12:40:00,1.05164,2
2000-05-01 12:50:00,1.12484,2
2000-05-01 13:00:00,1.08824,2
2000-05-01 13:10:00,1.0492,2
2000-05-01 13:20:00,1.0126,2
2000-05-01 13:30:00,0.9833200000000001,2
2000-05-01 13:40:00,0.8491199999999999,2
2000-05-01 13:50:00,0.68564,2
2000-05-01 14:00:00,0.58316,2
2000-05-01 14:10:00,0.46604,2
2000-05-01 14:20:00,0.4148,2
2000-05-01 14:30:00,0.36844,2
2000-05-01 14:40:00,0.27084,2
2000-05-01 14:50:00,0.0,2
2000-05-01 15:00:00,0.16592,2
2000-05-01 15:10:00,0.26352,2
2000-05-01 15:20:00,0.25376,2
2000-05-01 15:30:00,0.2562,2
2000-05-01 15:40:00,0.2074,2
2000-05-01 15:50:00,0.16348000000000001,2
2000-05-01 16:00:00,0.14395999999999998,2
2000-05-01 16:10:00,0.305,2
2000-05-01 16:20:00,0.13908,2
2000-05-01 16:30:00,0.20496,2
2000-05-01 16:40:00,0.22204,2
2000-05-01 16:50:00,0.23912,2
2000-05-01 17:00:00,0.2318,2
2000-05-01 17:10:00,0.18544,2
2000-05-01 17:20:00,0.20983999999999997,2
2000-05-01 17:30:00,0.17323999999999998,2
2000-05-01 17:40:00,0.18056,2
2000-05-01 17:50:00,0.12553799999999998,2
2000-05-01 18:00:00,0.510356,2
2000-05-01 18:10:00,2.4278925,2
2000-05-01 18:20:00,3.261335,2
2000-05-01 18:30:00,3.5641760000000002,2
2000-05-01 18:40:00,3.5641760000000002,2
2000-05-01 18:50:00,3.5506295,2
2000-05-01 19:00:00,4.1665635000000005,2
2000-05-01 19:10:00,4.6223265,2
2000-05-01 19:20:00,4.6223265,2
2000-05-01 19:30:00,3.5636975,2
