corrected_timestamp,date,time,v_led_1,v_usb,v_pv,c_led,c_usb,c_dl,c_pv,voc,isc,time_step_min
2023-04-27 17:06:44,2000-01-02,03:06:45,13.761,5.307,9.944,0.026,0.0,0.024,0.016,10.648,0.017,0.0
2023-04-27 17:16:44,2000-01-02,03:16:45,13.552,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-27 17:26:44,2000-01-02,03:26:45,13.442,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 17:36:44,2000-01-02,03:36:45,13.387,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 17:46:44,2000-01-02,03:46:45,13.332,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 17:56:44,2000-01-02,03:56:45,13.332,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-27 18:06:44,2000-01-02,04:06:45,13.277,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 18:16:44,2000-01-02,04:16:45,13.277,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 18:26:44,2000-01-02,04:26:45,13.277,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 18:36:44,2000-01-02,04:36:45,13.277,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 18:46:44,2000-01-02,04:46:45,13.277,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 18:56:44,2000-01-02,04:56:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 19:06:44,2000-01-02,05:06:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 19:16:44,2000-01-02,05:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 19:26:44,2000-01-02,05:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 19:36:44,2000-01-02,05:36:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 19:46:44,2000-01-02,05:46:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 19:56:44,2000-01-02,05:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 20:06:44,2000-01-02,06:06:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 20:16:44,2000-01-02,06:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 20:26:44,2000-01-02,06:26:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 20:36:44,2000-01-02,06:36:45,13.277,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 20:46:44,2000-01-02,06:46:45,13.277,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 20:56:44,2000-01-02,06:56:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 21:06:44,2000-01-02,07:06:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 21:16:44,2000-01-02,07:16:45,13.277,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 21:26:44,2000-01-02,07:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 21:36:44,2000-01-02,07:36:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 21:46:44,2000-01-02,07:46:45,13.277,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 21:56:44,2000-01-02,07:56:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-27 22:06:44,2000-01-02,08:06:45,13.277,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 22:16:44,2000-01-02,08:16:45,13.277,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 22:26:44,2000-01-02,08:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 22:36:44,2000-01-02,08:36:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 22:46:44,2000-01-02,08:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 22:56:44,2000-01-02,08:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 23:06:44,2000-01-02,09:06:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 23:16:44,2000-01-02,09:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 23:26:44,2000-01-02,09:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-27 23:36:44,2000-01-02,09:36:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 23:46:44,2000-01-02,09:46:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-27 23:56:44,2000-01-02,09:56:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 00:06:44,2000-01-02,10:06:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 00:16:44,2000-01-02,10:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 00:26:44,2000-01-02,10:26:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 00:36:44,2000-01-02,10:36:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 00:46:44,2000-01-02,10:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 00:56:44,2000-01-02,10:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 01:06:44,2000-01-02,11:06:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 01:16:44,2000-01-02,11:16:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 01:26:44,2000-01-02,11:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 01:36:44,2000-01-02,11:36:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 01:46:44,2000-01-02,11:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 01:56:44,2000-01-02,11:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 02:06:44,2000-01-02,12:06:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 02:16:44,2000-01-02,12:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 02:26:44,2000-01-02,12:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 02:36:44,2000-01-02,12:36:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 02:46:44,2000-01-02,12:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 02:56:44,2000-01-02,12:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 03:06:44,2000-01-02,13:06:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 03:16:44,2000-01-02,13:16:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 03:26:44,2000-01-02,13:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 03:36:44,2000-01-02,13:36:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 03:46:44,2000-01-02,13:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 03:56:44,2000-01-02,13:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 04:06:44,2000-01-02,14:06:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 04:16:44,2000-01-02,14:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 04:26:44,2000-01-02,14:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 04:36:44,2000-01-02,14:36:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 04:46:44,2000-01-02,14:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 04:56:44,2000-01-02,14:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 05:06:44,2000-01-02,15:06:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 05:16:44,2000-01-02,15:16:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 05:26:44,2000-01-02,15:26:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 05:36:44,2000-01-02,15:36:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 05:46:44,2000-01-02,15:46:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 05:56:44,2000-01-02,15:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 06:06:44,2000-01-02,16:06:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 06:16:44,2000-01-02,16:16:45,13.222,5.307,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.01
2023-04-28 06:26:44,2000-01-02,16:26:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 06:36:44,2000-01-02,16:36:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 06:46:44,2000-01-02,16:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 06:56:44,2000-01-02,16:56:45,13.222,5.307,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.01
2023-04-28 07:06:44,2000-01-02,17:06:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 07:16:44,2000-01-02,17:16:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 07:26:44,2000-01-02,17:26:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 07:36:44,2000-01-02,17:36:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 07:46:44,2000-01-02,17:46:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 07:56:44,2000-01-02,17:56:45,13.222,5.307,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.01
2023-04-28 08:06:44,2000-01-02,18:06:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 08:16:44,2000-01-02,18:16:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 08:26:44,2000-01-02,18:26:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 08:36:44,2000-01-02,18:36:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 08:46:44,2000-01-02,18:46:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 08:56:44,2000-01-02,18:56:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 09:06:44,2000-01-02,19:06:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 09:16:44,2000-01-02,19:16:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 09:26:44,2000-01-02,19:26:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 09:36:44,2000-01-02,19:36:45,13.222,5.307,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-28 09:46:44,2000-01-02,19:46:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-28 09:56:44,2000-01-02,19:56:45,13.222,5.307,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.01
